Two if by Sea (1996),Comedy
Two if by Sea (1996),Romance
Bio-Dome (1996),Comedy
Lawnmower Man 2: Beyond Cyberspace (1996),Action
Lawnmower Man 2: Beyond Cyberspace (1996),Sci-Fi
Lawnmower Man 2: Beyond Cyberspace (1996),Thriller
French Twist (Gazon maudit) (1995),Comedy
French Twist (Gazon maudit) (1995),Romance
Friday (1995),Comedy
From Dusk Till Dawn (1996),Action
From Dusk Till Dawn (1996),Comedy
From Dusk Till Dawn (1996),Horror
From Dusk Till Dawn (1996),Thriller
Fair Game (1995),Action
Kicking and Screaming (1995),Comedy
Kicking and Screaming (1995),Drama
Bed of Roses (1996),Drama
Bed of Roses (1996),Romance
Big Bully (1996),Comedy
Big Bully (1996),Drama
Screamers (1995),Action
Screamers (1995),Sci-Fi
Screamers (1995),Thriller
Nico Icon (1995),Documentary
Things to Do in Denver When You're Dead (1995),Crime
Things to Do in Denver When You're Dead (1995),Drama
Things to Do in Denver When You're Dead (1995),Romance
Antonia's Line (Antonia) (1995),Comedy
Antonia's Line (Antonia) (1995),Drama
Once Upon a Time... When We Were Colored (1995),Drama
Once Upon a Time... When We Were Colored (1995),Romance
Angels and Insects (1995),Drama
Angels and Insects (1995),Romance
White Squall (1996),Action
White Squall (1996),Adventure
White Squall (1996),Drama
Dunston Checks In (1996),Children
Dunston Checks In (1996),Comedy
Black Sheep (1996),Comedy
Nick of Time (1995),Action
Nick of Time (1995),Thriller
Mary Reilly (1996),Drama
Mary Reilly (1996),Horror
Mary Reilly (1996),Thriller
Vampire in Brooklyn (1995),Comedy
Vampire in Brooklyn (1995),Horror
Vampire in Brooklyn (1995),Romance
Beautiful Girls (1996),Comedy
Beautiful Girls (1996),Drama
Beautiful Girls (1996),Romance
Broken Arrow (1996),Action
Broken Arrow (1996),Adventure
Broken Arrow (1996),Thriller
In the Bleak Midwinter (1995),Comedy
In the Bleak Midwinter (1995),Drama
Heidi Fleiss: Hollywood Madam (1995),Documentary
City Hall (1996),Drama
City Hall (1996),Thriller
Bottle Rocket (1996),Adventure
Bottle Rocket (1996),Comedy
Bottle Rocket (1996),Crime
Bottle Rocket (1996),Romance
Mr. Wrong (1996),Comedy
Unforgettable (1996),Mystery
Unforgettable (1996),Sci-Fi
Unforgettable (1996),Thriller
Happy Gilmore (1996),Comedy
Nobody Loves Me (Keiner liebt mich) (1994),Comedy
Nobody Loves Me (Keiner liebt mich) (1994),Drama
Muppet Treasure Island (1996),Adventure
Muppet Treasure Island (1996),Children
Muppet Treasure Island (1996),Comedy
Muppet Treasure Island (1996),Musical
Catwalk (1996),Documentary
Braveheart (1995),Action
Braveheart (1995),Drama
Braveheart (1995),War
Taxi Driver (1976),Crime
Taxi Driver (1976),Drama
Taxi Driver (1976),Thriller
Rumble in the Bronx (Hont faan kui) (1995),Action
Rumble in the Bronx (Hont faan kui) (1995),Adventure
Rumble in the Bronx (Hont faan kui) (1995),Comedy
Rumble in the Bronx (Hont faan kui) (1995),Crime
Before and After (1996),Drama
Before and After (1996),Mystery
Anne Frank Remembered (1995),Documentary
If Lucy Fell (1996),Comedy
If Lucy Fell (1996),Romance
Boomerang (1992),Comedy
Boomerang (1992),Romance
Chungking Express (Chung Hing sam lam) (1994),Drama
Chungking Express (Chung Hing sam lam) (1994),Mystery
Chungking Express (Chung Hing sam lam) (1994),Romance
Flirting With Disaster (1996),Comedy
Jupiter's Wife (1994),Documentary
Pie in the Sky (1996),Comedy
Pie in the Sky (1996),Romance
Jade (1995),Thriller
Down Periscope (1996),Comedy
Man of the Year (1995),Documentary
Up Close and Personal (1996),Drama
Up Close and Personal (1996),Romance
Bad Boys (1995),Action
Bad Boys (1995),Comedy
Bad Boys (1995),Crime
Bad Boys (1995),Drama
Bad Boys (1995),Thriller
Amateur (1994),Crime
Amateur (1994),Drama
Amateur (1994),Thriller
Apollo 13 (1995),Adventure
Apollo 13 (1995),Drama
Apollo 13 (1995),IMAX
Rob Roy (1995),Action
Rob Roy (1995),Drama
Rob Roy (1995),Romance
Rob Roy (1995),War
Batman Forever (1995),Action
Batman Forever (1995),Adventure
Batman Forever (1995),Comedy
Batman Forever (1995),Crime
Beauty of the Day (Belle de jour) (1967),Drama
Beyond Rangoon (1995),Adventure
Beyond Rangoon (1995),Drama
Beyond Rangoon (1995),War
Blue in the Face (1995),Comedy
Blue in the Face (1995),Drama
Canadian Bacon (1995),Comedy
Canadian Bacon (1995),War
Casper (1995),Adventure
Casper (1995),Children
Clockers (1995),Crime
Clockers (1995),Drama
Clockers (1995),Mystery
Congo (1995),Action
Congo (1995),Adventure
Congo (1995),Mystery
Congo (1995),Sci-Fi
Crimson Tide (1995),Drama
Crimson Tide (1995),Thriller
Crimson Tide (1995),War
Crumb (1994),Documentary
Desperado (1995),Action
Desperado (1995),Romance
Desperado (1995),Western
Devil in a Blue Dress (1995),Crime
Devil in a Blue Dress (1995),Film-Noir
Devil in a Blue Dress (1995),Mystery
Devil in a Blue Dress (1995),Thriller
Die Hard: With a Vengeance (1995),Action
Die Hard: With a Vengeance (1995),Crime
Die Hard: With a Vengeance (1995),Thriller
First Knight (1995),Action
First Knight (1995),Drama
First Knight (1995),Romance
Free Willy 2: The Adventure Home (1995),Adventure
Free Willy 2: The Adventure Home (1995),Children
Free Willy 2: The Adventure Home (1995),Drama
Hackers (1995),Action
Hackers (1995),Adventure
Hackers (1995),Crime
Hackers (1995),Thriller
Jeffrey (1995),Comedy
Jeffrey (1995),Drama
Johnny Mnemonic (1995),Action
Johnny Mnemonic (1995),Sci-Fi
Johnny Mnemonic (1995),Thriller
Judge Dredd (1995),Action
Judge Dredd (1995),Crime
Judge Dredd (1995),Sci-Fi
Jury Duty (1995),Comedy
Kids (1995),Drama
Living in Oblivion (1995),Comedy
Lord of Illusions (1995),Horror
Love & Human Remains (1993),Comedy
Love & Human Remains (1993),Drama
Mad Love (1995),Drama
Mad Love (1995),Romance
Mallrats (1995),Comedy
Mallrats (1995),Romance
Mighty Morphin Power Rangers: The Movie (1995),Action
Mighty Morphin Power Rangers: The Movie (1995),Children
Mute Witness (1994),Comedy
Mute Witness (1994),Horror
Mute Witness (1994),Thriller
Nadja (1994),Drama
Nine Months (1995),Comedy
Nine Months (1995),Romance
Party Girl (1995),Comedy
Reckless (1995),Comedy
Reckless (1995),Fantasy
Safe (1995),Thriller
Showgirls (1995),Drama
Smoke (1995),Comedy
Smoke (1995),Drama
Something to Talk About (1995),Comedy
Something to Talk About (1995),Drama
Something to Talk About (1995),Romance
Species (1995),Horror
Species (1995),Sci-Fi
Strange Days (1995),Action
Strange Days (1995),Crime
Strange Days (1995),Drama
Strange Days (1995),Mystery
Strange Days (1995),Sci-Fi
Strange Days (1995),Thriller
Three Wishes (1995),Drama
Three Wishes (1995),Fantasy
Total Eclipse (1995),Drama
Total Eclipse (1995),Romance
Under Siege 2: Dark Territory (1995),Action
Unstrung Heroes (1995),Comedy
Unstrung Heroes (1995),Drama
Unzipped (1995),Documentary
Waterworld (1995),Action
Waterworld (1995),Adventure
Waterworld (1995),Sci-Fi
White Man's Burden (1995),Drama
Wild Bill (1995),Western
Bushwhacked (1995),Adventure
Bushwhacked (1995),Comedy
Bushwhacked (1995),Crime
Bushwhacked (1995),Mystery
Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama
Before the Rain (Pred dozhdot) (1994),Drama
Before the Rain (Pred dozhdot) (1994),War
Before Sunrise (1995),Drama
Before Sunrise (1995),Romance
Billy Madison (1995),Comedy
Boys on the Side (1995),Comedy
Boys on the Side (1995),Drama
Castle Freak (1995),Horror
Circle of Friends (1995),Drama
Circle of Friends (1995),Romance
Clerks (1994),Comedy
Don Juan DeMarco (1995),Comedy
Don Juan DeMarco (1995),Drama
Don Juan DeMarco (1995),Romance
Disclosure (1994),Drama
Disclosure (1994),Thriller
Drop Zone (1994),Action
Drop Zone (1994),Thriller
Destiny Turns on the Radio (1995),Comedy
Death and the Maiden (1994),Drama
Death and the Maiden (1994),Thriller
Dolores Claiborne (1995),Drama
Dolores Claiborne (1995),Thriller
Dumb & Dumber (Dumb and Dumber) (1994),Adventure
Dumb & Dumber (Dumb and Dumber) (1994),Comedy
Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy
Eat Drink Man Woman (Yin shi nan nu) (1994),Drama
Eat Drink Man Woman (Yin shi nan nu) (1994),Romance
Exotica (1994),Drama
Exit to Eden (1994),Comedy
Ed Wood (1994),Comedy
Ed Wood (1994),Drama
French Kiss (1995),Action
French Kiss (1995),Comedy
French Kiss (1995),Romance
Forget Paris (1995),Comedy
Forget Paris (1995),Romance
Far From Home: The Adventures of Yellow Dog (1995),Adventure
Far From Home: The Adventures of Yellow Dog (1995),Children
Hideaway (1995),Thriller
Fluke (1995),Children
Fluke (1995),Drama
Farinelli: il castrato (1994),Drama
Farinelli: il castrato (1994),Musical
Gordy (1995),Children
Gordy (1995),Comedy
Gordy (1995),Fantasy
Hoop Dreams (1994),Documentary
Heavenly Creatures (1994),Crime
Heavenly Creatures (1994),Drama
Houseguest (1994),Comedy
Immortal Beloved (1994),Drama
Immortal Beloved (1994),Romance
Heavyweights (Heavy Weights) (1995),Children
Heavyweights (Heavy Weights) (1995),Comedy
I.Q. (1994),Comedy
I.Q. (1994),Romance
Interview with the Vampire: The Vampire Chronicles (1994),Drama
Interview with the Vampire: The Vampire Chronicles (1994),Horror
Jefferson in Paris (1995),Drama
Junior (1994),Comedy
Junior (1994),Sci-Fi
Just Cause (1995),Mystery
Just Cause (1995),Thriller
Kiss of Death (1995),Crime
Kiss of Death (1995),Drama
Kiss of Death (1995),Thriller
Star Wars: Episode IV - A New Hope (1977),Action
Star Wars: Episode IV - A New Hope (1977),Adventure
Star Wars: Episode IV - A New Hope (1977),Sci-Fi
Little Women (1994),Drama
Ladybird Ladybird (1994),Drama
Like Water for Chocolate (Como agua para chocolate) (1992),Drama
Like Water for Chocolate (Como agua para chocolate) (1992),Fantasy
Like Water for Chocolate (Como agua para chocolate) (1992),Romance
Legends of the Fall (1994),Drama
Legends of the Fall (1994),Romance
Legends of the Fall (1994),War
Legends of the Fall (1994),Western
Major Payne (1995),Comedy
My Crazy Life (Mi vida loca) (1993),Drama
Love Affair (1994),Drama
Love Affair (1994),Romance
Losing Isaiah (1995),Drama
Mary Shelley's Frankenstein (Frankenstein) (1994),Drama
Mary Shelley's Frankenstein (Frankenstein) (1994),Horror
Mary Shelley's Frankenstein (Frankenstein) (1994),Sci-Fi
Man of the House (1995),Comedy
Mixed Nuts (1994),Comedy
Milk Money (1994),Comedy
Milk Money (1994),Romance
Miracle on 34th Street (1994),Drama
Miami Rhapsody (1995),Comedy
My Family (1995),Drama
Murder in the First (1995),Drama
Murder in the First (1995),Thriller
Nobody's Fool (1994),Comedy
Nobody's Fool (1994),Drama
Nobody's Fool (1994),Romance
Nell (1994),Drama
New Jersey Drive (1995),Crime
New Jersey Drive (1995),Drama
New York Cop (Nyû Yôku no koppu) (1993),Action
New York Cop (Nyû Yôku no koppu) (1993),Crime
Beyond Bedlam (1993),Drama
Beyond Bedlam (1993),Horror
Nina Takes a Lover (1994),Comedy
Nina Takes a Lover (1994),Romance
Natural Born Killers (1994),Action
Natural Born Killers (1994),Crime
Natural Born Killers (1994),Thriller
Only You (1994),Comedy
Only You (1994),Romance
Once Were Warriors (1994),Crime
Once Were Warriors (1994),Drama
Poison Ivy II (1996),Drama
Poison Ivy II (1996),Thriller
Outbreak (1995),Action
Outbreak (1995),Drama
Outbreak (1995),Sci-Fi
Outbreak (1995),Thriller
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Crime
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Drama
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Thriller
Pulp Fiction (1994),Comedy
Pulp Fiction (1994),Crime
Pulp Fiction (1994),Drama
Pulp Fiction (1994),Thriller
Pushing Hands (Tui shou) (1992),Drama
Priest (1994),Drama
Quiz Show (1994),Drama
Picture Bride (Bijo photo) (1994),Drama
Picture Bride (Bijo photo) (1994),Romance
Roommates (1995),Comedy
Roommates (1995),Drama
Ready to Wear (Pret-A-Porter) (1994),Comedy
Three Colors: Red (Trois couleurs: Rouge) (1994),Drama
Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama
Three Colors: White (Trzy kolory: Bialy) (1994),Comedy
Three Colors: White (Trzy kolory: Bialy) (1994),Drama
Rent-a-Kid (1995),Comedy
Relative Fear (1994),Horror
Relative Fear (1994),Thriller
Stuart Saves His Family (1995),Comedy
Stargate (1994),Action
Stargate (1994),Adventure
Stargate (1994),Sci-Fi
Shallow Grave (1994),Comedy
Shallow Grave (1994),Drama
Shallow Grave (1994),Thriller
Suture (1993),Film-Noir
Suture (1993),Thriller
Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
Swimming with Sharks (1995),Comedy
Swimming with Sharks (1995),Drama
National Lampoon's Senior Trip (1995),Comedy
To Live (Huozhe) (1994),Drama
Tank Girl (1995),Action
Tank Girl (1995),Comedy
Tank Girl (1995),Sci-Fi
Tales from the Crypt Presents: Demon Knight (1995),Horror
Tales from the Crypt Presents: Demon Knight (1995),Thriller
Star Trek: Generations (1994),Adventure
Star Trek: Generations (1994),Drama
Star Trek: Generations (1994),Sci-Fi
Tales from the Hood (1995),Action
Tales from the Hood (1995),Crime
Tales from the Hood (1995),Horror
Tom & Viv (1994),Drama
Village of the Damned (1995),Horror
Village of the Damned (1995),Sci-Fi
Tommy Boy (1995),Comedy
Vanya on 42nd Street (1994),Drama
Underneath (1995),Mystery
Underneath (1995),Thriller
What's Eating Gilbert Grape (1993),Drama
Virtuosity (1995),Action
Virtuosity (1995),Sci-Fi
Virtuosity (1995),Thriller
While You Were Sleeping (1995),Comedy
While You Were Sleeping (1995),Romance
Double Happiness (1994),Drama
Muriel's Wedding (1994),Comedy
Ace Ventura: Pet Detective (1994),Comedy
Backbeat (1993),Drama
Backbeat (1993),Musical
Bitter Moon (1992),Drama
Bitter Moon (1992),Film-Noir
Bitter Moon (1992),Romance
Bullets Over Broadway (1994),Comedy
Clear and Present Danger (1994),Action
Clear and Present Danger (1994),Crime
Clear and Present Danger (1994),Drama
Clear and Present Danger (1994),Thriller
Crooklyn (1994),Comedy
Crooklyn (1994),Drama
Cobb (1994),Drama
Forrest Gump (1994),Comedy
Forrest Gump (1994),Drama
Forrest Gump (1994),Romance
Forrest Gump (1994),War
Four Weddings and a Funeral (1994),Comedy
Four Weddings and a Funeral (1994),Romance
Higher Learning (1995),Drama
I Like It Like That (1994),Comedy
I Like It Like That (1994),Drama
I Like It Like That (1994),Romance
I Love Trouble (1994),Action
I Love Trouble (1994),Comedy
It Could Happen to You (1994),Comedy
It Could Happen to You (1994),Drama
It Could Happen to You (1994),Romance
Little Buddha (1993),Drama
Maverick (1994),Adventure
Maverick (1994),Comedy
Maverick (1994),Western
Mrs. Parker and the Vicious Circle (1994),Drama
Naked Gun 33 1/3: The Final Insult (1994),Action
Naked Gun 33 1/3: The Final Insult (1994),Comedy
Reality Bites (1994),Comedy
Reality Bites (1994),Drama
Reality Bites (1994),Romance
Red Rock West (1992),Thriller
Richie Rich (1994),Children
Richie Rich (1994),Comedy
Speed (1994),Action
Speed (1994),Romance
Speed (1994),Thriller
Speechless (1994),Comedy
Speechless (1994),Romance
Timecop (1994),Action
Timecop (1994),Sci-Fi
Timecop (1994),Thriller
True Lies (1994),Action
True Lies (1994),Adventure
True Lies (1994),Comedy
True Lies (1994),Romance
True Lies (1994),Thriller
When a Man Loves a Woman (1994),Drama
When a Man Loves a Woman (1994),Romance
Wolf (1994),Drama
Wolf (1994),Horror
Wolf (1994),Romance
Wolf (1994),Thriller
Wyatt Earp (1994),Western
Bad Company (1995),Action
Bad Company (1995),Crime
Bad Company (1995),Drama
S.F.W. (1994),Drama
Boys Life (1995),Drama
Faster Pussycat! Kill! Kill! (1965),Action
Faster Pussycat! Kill! Kill! (1965),Crime
Faster Pussycat! Kill! Kill! (1965),Drama
Jason's Lyric (1994),Crime
Jason's Lyric (1994),Drama
Street Fighter (1994),Action
Street Fighter (1994),Adventure
Street Fighter (1994),Fantasy
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Action
Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),Fantasy
Federal Hill (1994),Drama
In the Mouth of Madness (1995),Horror
In the Mouth of Madness (1995),Thriller
8 Seconds (1994),Drama
Above the Rim (1994),Crime
Above the Rim (1994),Drama
Addams Family Values (1993),Children
Addams Family Values (1993),Comedy
Addams Family Values (1993),Fantasy
Airheads (1994),Comedy
Another Stakeout (1993),Comedy
Another Stakeout (1993),Thriller
Bad Girls (1994),Western
Barcelona (1994),Comedy
Barcelona (1994),Romance
Being Human (1993),Drama
Beverly Hills Cop III (1994),Action
Beverly Hills Cop III (1994),Comedy
Beverly Hills Cop III (1994),Crime
Beverly Hills Cop III (1994),Thriller
Black Beauty (1994),Adventure
Black Beauty (1994),Children
Black Beauty (1994),Drama
Blink (1994),Thriller
Blown Away (1994),Action
Blown Away (1994),Thriller
Blue Chips (1994),Drama
Blue Sky (1994),Drama
Blue Sky (1994),Romance
Body Snatchers (1993),Horror
Body Snatchers (1993),Sci-Fi
Body Snatchers (1993),Thriller
Boxing Helena (1993),Drama
Boxing Helena (1993),Mystery
Boxing Helena (1993),Romance
Boxing Helena (1993),Thriller
Cabin Boy (1994),Comedy
Calendar Girl (1993),Comedy
Calendar Girl (1993),Drama
Carlito's Way (1993),Crime
Carlito's Way (1993),Drama
City Slickers II: The Legend of Curly's Gold (1994),Adventure
City Slickers II: The Legend of Curly's Gold (1994),Comedy
City Slickers II: The Legend of Curly's Gold (1994),Western
Clean Slate (1994),Comedy
Cliffhanger (1993),Action
Cliffhanger (1993),Adventure
Cliffhanger (1993),Thriller
Coneheads (1993),Comedy
Coneheads (1993),Sci-Fi
Color of Night (1994),Drama
Color of Night (1994),Thriller
Cops and Robbersons (1994),Comedy
Dave (1993),Comedy
Dave (1993),Romance
Dazed and Confused (1993),Comedy
Demolition Man (1993),Action
Demolition Man (1993),Adventure
Demolition Man (1993),Sci-Fi
Even Cowgirls Get the Blues (1993),Comedy
Even Cowgirls Get the Blues (1993),Romance
Fatal Instinct (1993),Comedy
Farewell My Concubine (Ba wang bie ji) (1993),Drama
Farewell My Concubine (Ba wang bie ji) (1993),Romance
Fearless (1993),Drama
Fear of a Black Hat (1994),Comedy
With Honors (1994),Comedy
With Honors (1994),Drama
Flesh and Bone (1993),Drama
Flesh and Bone (1993),Mystery
Flesh and Bone (1993),Romance
Widows' Peak (1994),Drama
For Love or Money (1993),Comedy
For Love or Money (1993),Romance
Free Willy (1993),Adventure
Free Willy (1993),Children
Free Willy (1993),Drama
Fresh (1994),Crime
Fresh (1994),Drama
Fresh (1994),Thriller
Geronimo: An American Legend (1993),Drama
Geronimo: An American Legend (1993),Western
Getting Even with Dad (1994),Comedy
Go Fish (1994),Drama
Go Fish (1994),Romance
Hard Target (1993),Action
Hard Target (1993),Adventure
Hard Target (1993),Crime
Hard Target (1993),Thriller
Hot Shots! Part Deux (1993),Action
Hot Shots! Part Deux (1993),Comedy
Hot Shots! Part Deux (1993),War
Live Nude Girls (1995),Comedy
House Party 3 (1994),Comedy
I'll Do Anything (1994),Comedy
I'll Do Anything (1994),Drama
In the Army Now (1994),Comedy
In the Army Now (1994),War
In the Line of Fire (1993),Action
In the Line of Fire (1993),Thriller
In the Name of the Father (1993),Drama
What's Love Got to Do with It? (1993),Drama
What's Love Got to Do with It? (1993),Musical
Jimmy Hollywood (1994),Comedy
Jimmy Hollywood (1994),Crime
Jimmy Hollywood (1994),Drama
Judgment Night (1993),Action
Judgment Night (1993),Crime
Judgment Night (1993),Thriller
Jurassic Park (1993),Action
Jurassic Park (1993),Adventure
Jurassic Park (1993),Sci-Fi
Jurassic Park (1993),Thriller
Kalifornia (1993),Drama
Kalifornia (1993),Thriller
Killing Zoe (1994),Crime
Killing Zoe (1994),Drama
Killing Zoe (1994),Thriller
Lassie (1994),Adventure
Lassie (1994),Children
Last Action Hero (1993),Action
Last Action Hero (1993),Adventure
Last Action Hero (1993),Comedy
Last Action Hero (1993),Fantasy
Life with Mikey (1993),Comedy
Lightning Jack (1994),Comedy
Lightning Jack (1994),Western
M. Butterfly (1993),Drama
M. Butterfly (1993),Romance
Made in America (1993),Comedy
Malice (1993),Thriller
Manhattan Murder Mystery (1993),Comedy
Manhattan Murder Mystery (1993),Mystery
Menace II Society (1993),Action
Menace II Society (1993),Crime
Menace II Society (1993),Drama
Executive Decision (1996),Action
Executive Decision (1996),Adventure
Executive Decision (1996),Thriller
In the Realm of the Senses (Ai no corrida) (1976),Drama
What Happened Was... (1994),Comedy
What Happened Was... (1994),Drama
What Happened Was... (1994),Romance
What Happened Was... (1994),Thriller
Much Ado About Nothing (1993),Comedy
Much Ado About Nothing (1993),Romance
Mr. Wonderful (1993),Comedy
Mr. Wonderful (1993),Romance
Mrs. Doubtfire (1993),Comedy
Mrs. Doubtfire (1993),Drama
Naked (1993),Drama
No Escape (1994),Action
No Escape (1994),Drama
No Escape (1994),Sci-Fi
North (1994),Comedy
Orlando (1992),Drama
Orlando (1992),Fantasy
Orlando (1992),Romance
Philadelphia (1993),Drama
Poetic Justice (1993),Drama
Radioland Murders (1994),Comedy
Radioland Murders (1994),Mystery
Radioland Murders (1994),Romance
Renaissance Man (1994),Comedy
Renaissance Man (1994),Drama
Rising Sun (1993),Action
Rising Sun (1993),Drama
Rising Sun (1993),Mystery
RoboCop 3 (1993),Action
RoboCop 3 (1993),Crime
RoboCop 3 (1993),Drama
RoboCop 3 (1993),Sci-Fi
RoboCop 3 (1993),Thriller
Robin Hood: Men in Tights (1993),Comedy
Romeo Is Bleeding (1993),Crime
Romeo Is Bleeding (1993),Thriller
Romper Stomper (1992),Action
Romper Stomper (1992),Drama
Ruby in Paradise (1993),Drama
Rudy (1993),Drama
Schindler's List (1993),Drama
Schindler's List (1993),War
Searching for Bobby Fischer (1993),Drama
Serial Mom (1994),Comedy
Serial Mom (1994),Crime
Serial Mom (1994),Horror
Shadowlands (1993),Drama
Shadowlands (1993),Romance
Short Cuts (1993),Drama
Sirens (1994),Drama
Six Degrees of Separation (1993),Drama
Sleepless in Seattle (1993),Comedy
Sleepless in Seattle (1993),Drama
Sleepless in Seattle (1993),Romance
Sliver (1993),Thriller
Blade Runner (1982),Action
Blade Runner (1982),Sci-Fi
Blade Runner (1982),Thriller
Son in Law (1993),Comedy
Son in Law (1993),Drama
Son in Law (1993),Romance
So I Married an Axe Murderer (1993),Comedy
So I Married an Axe Murderer (1993),Romance
So I Married an Axe Murderer (1993),Thriller
Striking Distance (1993),Action
Striking Distance (1993),Crime
Super Mario Bros. (1993),Action
Super Mario Bros. (1993),Adventure
Super Mario Bros. (1993),Children
Super Mario Bros. (1993),Comedy
Super Mario Bros. (1993),Fantasy
Super Mario Bros. (1993),Sci-Fi
Surviving the Game (1994),Action
Surviving the Game (1994),Adventure
Surviving the Game (1994),Thriller
Terminal Velocity (1994),Action
Terminal Velocity (1994),Mystery
Terminal Velocity (1994),Thriller
Thirty-Two Short Films About Glenn Gould (1993),Drama
Thirty-Two Short Films About Glenn Gould (1993),Musical
Threesome (1994),Comedy
Threesome (1994),Romance
Tombstone (1993),Action
Tombstone (1993),Drama
Tombstone (1993),Western
True Romance (1993),Crime
True Romance (1993),Thriller
Welcome to the Dollhouse (1995),Comedy
Welcome to the Dollhouse (1995),Drama
Germinal (1993),Drama
Germinal (1993),Romance
Chasers (1994),Comedy
Kika (1993),Comedy
Kika (1993),Drama
Bhaji on the Beach (1993),Comedy
Bhaji on the Beach (1993),Drama
Little Big League (1994),Comedy
Little Big League (1994),Drama
Spanking the Monkey (1994),Comedy
Spanking the Monkey (1994),Drama
Andre (1994),Adventure
Andre (1994),Children
Andre (1994),Drama
Princess Caraboo (1994),Drama
Dear Diary (Caro Diario) (1994),Comedy
Dear Diary (Caro Diario) (1994),Drama
Home Alone (1990),Children
Home Alone (1990),Comedy
Ghost (1990),Comedy
Ghost (1990),Drama
